3_2:104325345201251043510432423150032514;1;19;2.4203177;10.0044272;-1;0;-1;-1;2;5;-1;4;5;-1;0;-1;2;5;-1;-1;-1;3;5;-1;-1;4;-1;2;-1;-1;3;1;5;-1;0;-1;2;5;1;-1;36
3_2:104325345201251043510432423150032514;1;20;2.112438;10.0044272;-1;0;4;-1;2;5;-1;4;5;-1;0;-1;2;5;-1;-1;-1;3;5;-1;-1;4;3;2;-1;-1;3;1;5;-1;0;-1;2;5;-1;-1;36
3_2:104325345201251043510432423150032514;1;21;0.0080732;10.0044272;-1;0;4;-1;2;5;-1;4;5;-1;0;1;2;5;-1;-1;-1;3;5;1;-1;4;-1;2;-1;-1;3;1;5;-1;0;-1;2;5;-1;-1;36
3_2:312450403512520134041325154203235041;0;8;0.7572724000000001;10.0000681;3;-1;2;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;-1;-1;-1;3;-1;-1;-1;0;4;-1;36
3_2:312450403512520134041325154203235041;0;9;0.006657400000000001;10.0000681;3;-1;2;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;1;3;-1;-1;-1;5;-1;-1;-1;-1;2;-1;-1;0;-1;-1;36
3_2:312450403512520134041325154203235041;1;13;0.0084749;10.0142599;-1;1;2;-1;-1;-1;-1;-1;-1;5;1;2;5;-1;-1;1;-1;-1;0;-1;-1;3;-1;-1;-1;5;4;-1;-1;-1;-1;-1;-1;-1;4;1;36
3_2:124305542031031524405213253140310452;0;8;0.19414;10.0001089;-1;2;-1;-1;-1;-1;-1;-1;-1;0;-1;1;-1;-1;-1;-1;-1;4;4;0;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;5;-1;36
3_2:124305542031031524405213253140310452;0;9;0.044989600000000005;10.0001089;-1;-1;4;-1;-1;-1;-1;-1;-1;0;-1;1;-1;3;1;-1;2;-1;4;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;5;-1;36
3_2:124305542031031524405213253140310452;0;10;0.006367800000000001;10.0001089;-1;2;-1;3;-1;-1;-1;-1;-1;0;-1;1;-1;3;1;-1;-1;4;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;5;-1;36
3_2:124305542031031524405213253140310452;1;18;0.0082266;10.0767469;1;-1;-1;3;0;-1;5;-1;2;0;-1;-1;-1;3;-1;5;-1;4;4;0;-1;-1;-1;3;-1;-1;3;-1;4;0;-1;1;0;-1;5;-1;36
3_2:520143043512132450351024405231214305;0;9;0.007117200000000001;10.0002068;-1;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;5;-1;-1;-1;-1;-1;2;4;-1;0;-1;-1;-1;1;-1;-1;4;-1;-1;-1;36
3_2:520143043512132450351024405231214305;1;19;3.5008389;10.004444000000001;-1;-1;0;-1;4;3;-1;4;3;-1;1;-1;1;3;2;-1;-1;-1;-1;-1;-1;0;2;4;4;-1;-1;2;-1;1;2;1;-1;3;-1;5;36
3_2:520143043512132450351024405231214305;1;20;1.5177660000000002;10.004444000000001;-1;-1;0;-1;4;3;0;4;3;-1;1;-1;1;3;2;-1;-1;-1;-1;-1;-1;0;2;4;4;-1;-1;2;-1;1;2;1;-1;3;-1;5;36
3_2:520143043512132450351024405231214305;1;21;1.3687133;10.004444000000001;-1;-1;0;1;4;3;0;4;3;-1;1;-1;1;3;2;-1;-1;-1;-1;-1;-1;0;2;4;4;-1;-1;2;-1;1;2;1;-1;3;-1;5;36
3_2:520143043512132450351024405231214305;1;22;0.4490154;10.004444000000001;-1;-1;0;1;4;3;0;4;3;-1;1;-1;1;3;2;-1;-1;-1;-1;-1;-1;0;2;4;4;-1;-1;2;3;1;2;1;-1;3;-1;5;36
